,article_name,country,rev_id,article_quality,population
22770,Flora Guerrero,Mexico,743818780,Stub,127017000
22771,Jesús León Santos,Mexico,743856663,Stub,127017000
22772,Fernando Solana,Mexico,744117606,Start,127017000
22773,Guadalupe Borja,Mexico,744295196,Stub,127017000
22774,José María Montoya (diplomat),Mexico,744454070,Start,127017000
22775,Joaquín Gamboa Pascoe,Mexico,744466173,Stub,127017000
22776,Roberto V. Pesqueira,Mexico,744600750,Start,127017000
22777,Santiago Fierro Fierro,Mexico,745125123,Stub,127017000
22778,Teresa Villarreal,Mexico,745251506,Start,127017000
22779,Victoriano Salado Álvarez,Mexico,745280055,Stub,127017000
22780,José Chavéz y Castillo,Mexico,745636441,Stub,127017000
22781,Teresa García de Madero,Mexico,746262038,Stub,127017000
22782,Rafael Zubarán Capmany,Mexico,747090553,Stub,127017000
22783,Tatiana Clouthier,Mexico,747749471,Start,127017000
22784,Juan Velázquez Tlacotzin,Mexico,747816168,Stub,127017000
22785,Carlos Loret de Mola Mediz,Mexico,748019396,Start,127017000
22786,María de los Ángeles Pineda Villa,Mexico,748113497,C,127017000
22787,Eduardo Ibarrola Nicolín,Mexico,752064430,Stub,127017000
22788,Hugo B. Margáin,Mexico,754156822,Stub,127017000
22789,José Gómez Gordóa,Mexico,755267402,Stub,127017000
22790,Jorge Guajardo,Mexico,755318282,Stub,127017000
22791,Rodolfo Montiel Flores,Mexico,755577812,Stub,127017000
22792,Garcia de Leon family of Mexico,Mexico,755710269,Stub,127017000
22793,Edelmiro Cavazos Leal,Mexico,755779480,Start,127017000
22794,Gabriela Aguilar García,Mexico,757144462,Stub,127017000
22795,Marco Antonio Martinez Dabdoub,Mexico,757144637,Stub,127017000
22796,Abundio Peregrino García,Mexico,757145986,Stub,127017000
22797,Alejandro González Yáñez,Mexico,757146386,Stub,127017000
22798,Anuario Luis Herrera Solís,Mexico,757146811,Stub,127017000
22799,Armando Chavarría Barrera,Mexico,757146887,Stub,127017000
22800,Armando García Méndez,Mexico,757146905,Stub,127017000
22801,Arturo Zamora Jiménez,Mexico,757147057,Stub,127017000
22802,Arturo de la Garza Tijerina,Mexico,757147064,Stub,127017000
22803,Benjamín Clariond,Mexico,757147197,Stub,127017000
22804,Carlos Alberto Flores Gutiérrez,Mexico,757147443,Stub,127017000
22805,César Jáuregui Robles,Mexico,757148792,Stub,127017000
22806,David Monreal Ávila,Mexico,757149034,Stub,127017000
22807,David Sánchez Camacho,Mexico,757149060,Stub,127017000
22808,Delio Hernández Valadés,Mexico,757149088,Stub,127017000
22809,Enrique Garza Támez,Mexico,757149379,Stub,127017000
22810,Jesús Manuel Lara Rodríguez,Mexico,757149544,C,127017000
22811,Fernando Díaz de la Vega,Mexico,757149921,Stub,127017000
22812,Fernando Margáin,Mexico,757149949,Stub,127017000
22813,Francisco Esparza Hernández,Mexico,757150124,Stub,127017000
22814,Francisco Espinosa Ramos,Mexico,757150129,Stub,127017000
22815,Francisco Javier Flores Chávez,Mexico,757150184,Stub,127017000
22816,Francisco Moreno Merino,Mexico,757150230,Stub,127017000
22817,Francisco Xavier Berganza,Mexico,757150257,Stub,127017000
22818,Gerardo del Mazo Morales,Mexico,757150472,Stub,127017000
22819,Herón Escobar,Mexico,757150994,Stub,127017000
22820,Hilario Esquivel Martínez,Mexico,757150997,Stub,127017000
22821,Héctor Miguel Bautista López,Mexico,757151418,Stub,127017000
22822,Héctor Ortiz Ortiz,Mexico,757151471,Start,127017000
22823,Héctor Roblero Gordillo,Mexico,757151514,Stub,127017000
22824,Jacinto Gómez Pasillas,Mexico,757151795,Stub,127017000
22825,Jaime Arturo Vázquez Aguilar,Mexico,757151817,Stub,127017000
22826,Jaime Bonilla Valdez,Mexico,757151825,Stub,127017000
22827,Jaime Cárdenas Gracia,Mexico,757151844,Stub,127017000
22828,Joaquín Vela González,Mexico,757152203,Stub,127017000
22829,Joel Padilla Peña,Mexico,757152238,Stub,127017000
22830,José Alberto Benavides,Mexico,757153064,Stub,127017000
22831,José Angelino Caamal,Mexico,757153168,Stub,127017000
22832,José Antonio Aguilar Bodegas,Mexico,757153171,Start,127017000
22833,José Antonio Calderón Cardoso,Mexico,757153244,Stub,127017000
22834,José Arturo López Cándido,Mexico,757153292,Stub,127017000
22835,José Isabel Meza Elizondo,Mexico,757153565,Stub,127017000
22836,José Luis Flores Méndez,Mexico,757153610,Stub,127017000
22837,José Luis Lobato (politician),Mexico,757153622,Stub,127017000
22838,José Manuel del Río,Mexico,757153678,Stub,127017000
22839,José María Anaya Ochoa,Mexico,757153690,Stub,127017000
22840,Luis Alberto Villarreal,Mexico,757154697,Stub,127017000
22841,Luis Antonio González Roldán,Mexico,757154725,Stub,127017000
22842,Manuel Cárdenas Fonseca,Mexico,757155008,Stub,127017000
22843,Marco Antonio Blásquez Salinas,Mexico,757155117,Stub,127017000
22844,Mario di Costanzo,Mexico,757172406,Stub,127017000
22845,Martín Palacios Calderón,Mexico,757172833,Stub,127017000
22846,Miguel Ángel Jiménez Godínez,Mexico,757173615,Stub,127017000
22847,Orlando García Flores,Mexico,757173910,Stub,127017000
22848,Pablo Leopoldo Arreola Ortega,Mexico,757173960,Stub,127017000
22849,Pedro Vázquez González,Mexico,757174187,Stub,127017000
22850,Primitivo Ríos Vázquez,Mexico,757174205,Stub,127017000
22851,Rafael Ochoa Guzmán,Mexico,757174249,Stub,127017000
22852,René Fujiwara,Mexico,757174476,Stub,127017000
22853,Rodolfo Solís Parga,Mexico,757174723,Stub,127017000
22854,Rubén Aguilar Jiménez,Mexico,757174860,Stub,127017000
22855,Rubén Félix Hays,Mexico,757174869,Stub,127017000
22856,Salvador Escobedo Zoletto,Mexico,757174931,Stub,127017000
22857,Santiago Pedro Cortés,Mexico,757175028,Stub,127017000
22858,Silvano Garay Ulloa,Mexico,757175106,Stub,127017000
22859,Víctor Antonio García Dávila,Mexico,757175389,Stub,127017000
22860,Óscar González Yáñez,Mexico,757175683,Stub,127017000
22861,María Elyd Sáenz,Mexico,757189978,Stub,127017000
22862,Addy Joaquín Coldwell,Mexico,757213180,Stub,127017000
22863,Adela Cerezo Bautista,Mexico,757213200,Stub,127017000
22864,Adela Graniel Campos,Mexico,757213301,Stub,127017000
22865,Adela Robles Morales,Mexico,757213304,Stub,127017000
22866,Adriana Castelán Macías,Mexico,757213307,Stub,127017000
22867,Adriana Díaz Contreras,Mexico,757213311,Stub,127017000
22868,Adriana Fuentes Téllez,Mexico,757213314,Stub,127017000
22869,Adriana Hernández Íñiguez,Mexico,757213319,Stub,127017000
22870,Adriana Hinojosa Céspedes,Mexico,757213327,Stub,127017000
22871,Adriana Rodríguez Vizcarra,Mexico,757213332,Stub,127017000
22872,Adriana Sarur,Mexico,757213333,Stub,127017000
22873,Adriana Vieyra Olivares,Mexico,757213338,Stub,127017000
22874,Alba Leonila Méndez,Mexico,757213345,Stub,127017000
22875,Alfa González Magallanes,Mexico,757213356,Stub,127017000
22876,Alicia Ricalde Magaña,Mexico,757213358,Stub,127017000
22877,Alicia Rodríguez Martínez,Mexico,757213365,Stub,127017000
22878,Alicia Zamora Villalva,Mexico,757213368,Stub,127017000
22879,Alliet Mariana Bautista,Mexico,757213371,Stub,127017000
22880,Alma Arroyo Ruiz,Mexico,757213373,Stub,127017000
22881,Alma Edwviges Alcaraz,Mexico,757213378,Stub,127017000
22882,Alma Hilda Medina Macías,Mexico,757213379,Stub,127017000
22883,Alma Lilia Luna Munguía,Mexico,757213381,Start,127017000
22884,Alma Marina Vitela,Mexico,757213382,Stub,127017000
22885,Alma Xóchil Cardona,Mexico,757213383,Stub,127017000
22886,Alín Nayely de Jesús Sánchez,Mexico,757213396,Stub,127017000
22887,Amira Griselda Gómez,Mexico,757213402,Stub,127017000
22888,Ana Elia Paredes Arciga,Mexico,757213406,Stub,127017000
22889,Ana Elisa Pérez Bolaños,Mexico,757213408,Stub,127017000
22890,Ana Estela Durán Rico,Mexico,757213409,Stub,127017000
22891,Ana Lilia Garza Cadena,Mexico,757213417,Stub,127017000
22892,Ana Luz Lobato,Mexico,757213433,Stub,127017000
22893,Ana María Ramírez Cerda,Mexico,757213435,Stub,127017000
22894,Ana María Rojas Ruiz,Mexico,757213447,Stub,127017000
22895,Ana Teresa Velázquez Beeck,Mexico,757213478,Stub,127017000
22896,Ana Yurixi Leyva Piñón,Mexico,757213480,Stub,127017000
22897,Anel Patricia Nava Pérez,Mexico,757213486,Stub,127017000
22898,Angelina Carreño Mijares,Mexico,757213492,Stub,127017000
22899,Angelina Sánchez Valdez,Mexico,757213497,Stub,127017000
22900,Angélica De la Peña Gómez,Mexico,757213504,Stub,127017000
22901,Angélica Melchor Vásquez,Mexico,757213505,Stub,127017000
22902,Araceli Torres Flores,Mexico,757213553,Stub,127017000
22903,Aracely Escalante Jasso,Mexico,757213555,Stub,127017000
22904,Aranzazú Quintana,Mexico,757213556,Stub,127017000
22905,Arcelia Arredondo García,Mexico,757213558,Stub,127017000
22906,Areli Madrid Tovilla,Mexico,757213560,Stub,127017000
22907,Augusta Díaz de Rivera,Mexico,757213573,Stub,127017000
22908,Aurora Aguilar Rodríguez,Mexico,757213574,Stub,127017000
22909,Aurora Ugalde,Mexico,757213577,Stub,127017000
22910,Aída Marina Arvizu Rivas,Mexico,757213579,Stub,127017000
22911,Aída Valencia,Mexico,757213582,Stub,127017000
22912,Beatriz Eugenia García Reyes,Mexico,757213606,Stub,127017000
22913,Beatriz Grande López,Mexico,757213626,Stub,127017000
22914,Beatriz Manrique Guevara,Mexico,757213627,Stub,127017000
22915,Beatriz Yamamoto Cázarez,Mexico,757213633,Stub,127017000
22916,Bibiana Rodríguez,Mexico,757213639,Stub,127017000
22917,Blanca Estela Gómez Carmona,Mexico,757213647,Stub,127017000
22918,Blanca Estela Jiménez Hernández,Mexico,757213650,Stub,127017000
22919,Blanca Judith Díaz Delgado,Mexico,757213655,Stub,127017000
22920,Blanca Luna Becerril,Mexico,757213657,Stub,127017000
22921,Blanca María Villaseñor,Mexico,757213658,Stub,127017000
22922,Blanca Soria Morales,Mexico,757213661,Stub,127017000
22923,Blanca Soto Plata,Mexico,757213663,Stub,127017000
22924,Brenda María Alvarado Sánchez,Mexico,757213670,Stub,127017000
22925,Bárbara Romo Fonseca,Mexico,757213674,Stub,127017000
22926,Caritina Sáenz,Mexico,757213680,Stub,127017000
22927,Carla Padilla Ramos,Mexico,757213684,Stub,127017000
22928,Carla Reyes Montiel,Mexico,757213686,Stub,127017000
22929,Carmen Guadalupe Fonz,Mexico,757213687,Stub,127017000
22930,Carmen Pérez Camarena,Mexico,757213688,Stub,127017000
22931,Carolina García Cañón,Mexico,757213694,Stub,127017000
22932,Carolina Gudiño Corro,Mexico,757213697,Stub,127017000
22933,Carolina Viggiano,Mexico,757213720,Stub,127017000
22934,Cecilia Laviada Hernández,Mexico,757213726,Stub,127017000
22935,Cecilia Soledad Arévalo,Mexico,757213734,Stub,127017000
22936,Celia García Ayala,Mexico,757213737,Stub,127017000
22937,Celia Isabel Gauna Ruiz,Mexico,757213739,Stub,127017000
22938,Celita Alamilla,Mexico,757213753,Stub,127017000
22939,Cinthya Valladares Couoh,Mexico,757213760,Stub,127017000
22940,Clara Gómez Caro,Mexico,757213762,Stub,127017000
22941,Claudia Anaya Mota,Mexico,757213763,Stub,127017000
22942,Claudia Caballero Chávez,Mexico,757213765,Stub,127017000
22943,Claudia Delgadillo González,Mexico,757213771,Stub,127017000
22944,Claudia Elizabeth Bojórquez,Mexico,757213773,Stub,127017000
22945,Claudia Sánchez Juárez,Mexico,757213779,Stub,127017000
22946,Concepción González Molina,Mexico,757213781,Stub,127017000
22947,Concepción Ojeda Hernández,Mexico,757213784,Stub,127017000
22948,Consuelo Argüelles Loya,Mexico,757213789,Stub,127017000
22949,Cora Cecilia Pinedo,Mexico,757213794,Stub,127017000
22950,Cristabell Zamora,Mexico,757213797,Stub,127017000
22951,Cristina González Cruz,Mexico,757213804,Stub,127017000
22952,Crystal Tovar Aragón,Mexico,757213808,Stub,127017000
22953,Daisy Hernández Gaytán,Mexico,757213818,Stub,127017000
22954,Daniela Nadal Riquelme,Mexico,757213828,Stub,127017000
22955,Delia Guerrero Coronado,Mexico,757213833,Start,127017000
22956,Delvim Fabiola Bárcenas,Mexico,757213834,Stub,127017000
22957,Diana Patricia González Soto,Mexico,757213836,Stub,127017000
22958,Diana Pérez de Tejada,Mexico,757213837,Stub,127017000
22959,Diana Velázquez Ramírez,Mexico,757213838,Stub,127017000
22960,Dina Herrera Soto,Mexico,757213842,Stub,127017000
22961,Dolores Manuell Gómez Angulo,Mexico,757213848,Stub,127017000
22962,Dolores Názares Jerónimo,Mexico,757213849,Stub,127017000
22963,Dolores Rodríguez Sabido,Mexico,757213850,Stub,127017000
22964,Dora Martínez Valero,Mexico,757213854,Stub,127017000
22965,Dulce María Muñíz,Mexico,757213864,Stub,127017000
22966,Dulce María Sauri Riancho,Mexico,757213867,Start,127017000
22967,Edith Escobar Camacho,Mexico,757213871,Stub,127017000
22968,Elda Gómez Lugo,Mexico,757213876,Stub,127017000
22969,Elia Hernández Núñez,Mexico,757213882,Stub,127017000
22970,Elizabeth Morales García,Mexico,757213886,Stub,127017000
22971,Elizabeth Vargas Martín,Mexico,757213889,Stub,127017000
22972,Elizabeth Yáñez Robles,Mexico,757213890,Stub,127017000
22973,Elsa Martínez Peña,Mexico,757213893,Stub,127017000
22974,Elsa Patricia Araujo,Mexico,757213896,Stub,127017000
22975,Elvia Hernández García,Mexico,757213906,Stub,127017000
22976,Elvia María Pérez,Mexico,757213912,Stub,127017000
22977,Elvira Olivas,Mexico,757213921,Stub,127017000
22978,Elvira Pola Figueroa,Mexico,757213922,Stub,127017000
22979,Emilia Gómez Bravo,Mexico,757213931,Stub,127017000
22980,Emilse Miranda Munive,Mexico,757213933,Stub,127017000
22981,Emma Larios Gaxiola,Mexico,757213935,Stub,127017000
22982,Enoé Uranga,Mexico,757213939,Stub,127017000
22983,Erika Funes Velázquez,Mexico,757213941,Stub,127017000
22984,Erika Galván Rivas,Mexico,757213944,Stub,127017000
22985,Erika Larregui Nagel,Mexico,757213947,Stub,127017000
22986,Erika Spezia Maldonado,Mexico,757213949,Stub,127017000
22987,Eréndira Cova Brindis,Mexico,757213953,Stub,127017000
22988,Esmeralda Cárdenas Sánchez,Mexico,757213955,Stub,127017000
22989,Esthela Ponce Beltrán,Mexico,757213958,Start,127017000
22990,Esther Angélica Martínez,Mexico,757213959,Stub,127017000
22991,Esther Quintana Salinas,Mexico,757213960,Stub,127017000
22992,Esveida Bravo Martínez,Mexico,757213962,Stub,127017000
22993,Eva Contreras Sandoval,Mexico,757213971,Stub,127017000
22994,Eva Diego Cruz,Mexico,757213973,Stub,127017000
22995,Fany Pérez Gutiérrez,Mexico,757213980,Stub,127017000
22996,Filomena Margaiz,Mexico,757213982,Stub,127017000
22997,Flor Ayala,Mexico,757213983,C,127017000
22998,Flor Añorve Ocampo,Mexico,757213985,Stub,127017000
22999,Flor Pedraza Aguilera,Mexico,757213988,Stub,127017000
23000,Florentina Ocegueda,Mexico,757213992,Stub,127017000
23001,Florentina Rosario Morales,Mexico,757213993,Stub,127017000
23002,Francisca Elena Corrales,Mexico,757213994,Stub,127017000
23003,Frida Rosas Peralta,Mexico,757213995,Stub,127017000
23004,Fátima Gómez Montero,Mexico,757213999,Stub,127017000
23005,Gabriela Medrano Galindo,Mexico,757214003,Stub,127017000
23006,Gabriela Ortiz Martínez,Mexico,757214006,Stub,127017000
23007,Gabriela Ruiz del Rincón,Mexico,757214008,Stub,127017000
23008,Georgina Trujillo Zentella,Mexico,757214009,Start,127017000
23009,Georgina Zapata Lucero,Mexico,757214011,Stub,127017000
23010,Geraldine Ramírez Zollino,Mexico,757214016,Stub,127017000
23011,Gloria Bautista Cuevas,Mexico,757214034,Stub,127017000
23012,Gloria Elizabeth Núñez Sánchez,Mexico,757214037,Stub,127017000
23013,Gloria Lavara,Mexico,757214038,Stub,127017000
23014,Gloria Luna Ruiz,Mexico,757214045,Stub,127017000
23015,Gloria María Perroni,Mexico,757214047,Stub,127017000
23016,Gloria Porras Valles,Mexico,757214066,Stub,127017000
23017,Gloria Rasgado Corsi,Mexico,757214068,Stub,127017000
23018,Gloria Romero León,Mexico,757214070,Stub,127017000
23019,Gloria Valenzuela García,Mexico,757214071,Stub,127017000
23020,Graciela Larios Rivas,Mexico,757214074,Stub,127017000
23021,Graciela Saldaña Fraire,Mexico,757214079,Stub,127017000
23022,Guadalupe Flores Salazar,Mexico,757214085,Stub,127017000
23023,Guadalupe García Almanza,Mexico,757214086,Stub,127017000
23024,Guadalupe García Noriega,Mexico,757214088,Stub,127017000
23025,Guadalupe Mondragón Cobos,Mexico,757214092,Stub,127017000
23026,Guadalupe Ortega Pacheco,Mexico,757214094,Stub,127017000
23027,Guadalupe Pérez Domínguez,Mexico,757214097,Stub,127017000
23028,Guadalupe Silerio,Mexico,757214099,Stub,127017000
23029,Guadalupe Valenzuela Cabrales,Mexico,757214100,Stub,127017000
23030,Guillermina Casique Vences,Mexico,757214104,Stub,127017000
23031,Guillermina López Balbuena,Mexico,757214107,Stub,127017000
23032,Hazel Suárez Bastida,Mexico,757214127,Stub,127017000
23033,Hilda Anderson Nevárez,Mexico,757214147,Stub,127017000
23034,Hilda Ceballos,Mexico,757214149,Stub,127017000
23035,Hilda Narváez Bravo,Mexico,757214151,Stub,127017000
23036,Holly Matus Toledo,Mexico,757214166,Stub,127017000
23037,Hortencia Enríquez Ortega,Mexico,757214168,Stub,127017000
23038,Hortensia Aragón Castillo,Mexico,757214171,C,127017000
23039,Ifigenia Martínez y Hernández,Mexico,757214172,Stub,127017000
23040,Irazema González Martínez,Mexico,757214204,Stub,127017000
23041,Irene Aragón Castillo,Mexico,757214209,Stub,127017000
23042,Iris Vianey Mendoza,Mexico,757214214,Stub,127017000
23043,Irma Martínez Manríquez,Mexico,757214218,Stub,127017000
23044,Irma Ortega Fajardo,Mexico,757214219,Stub,127017000
23045,Irma Piñeyro Arias,Mexico,757214221,Stub,127017000
23046,Isabel Allende Cano,Mexico,757214229,Stub,127017000
23047,Ivette Ezeta Salcedo,Mexico,757214240,Stub,127017000
23048,Ivideliza Reyes,Mexico,757214255,Stub,127017000
23049,Ivonne Ortega Pacheco,Mexico,757214260,C,127017000
23050,Janet González Tostado,Mexico,757214262,Stub,127017000
23051,Jeny de los Reyes Aguilar,Mexico,757214298,Stub,127017000
23052,Jessica Salazar Trejo,Mexico,757214301,Stub,127017000
23053,Joann Novoa Mossberger,Mexico,757214303,Stub,127017000
23054,Joaquina Navarrete Contreras,Mexico,757214307,Stub,127017000
23055,Josefina García Hernández,Mexico,757214312,Stub,127017000
23056,Josefina López Espinosa,Mexico,757214316,Stub,127017000
23057,Josefina Rodarte,Mexico,757214318,Stub,127017000
23058,Josefina Salinas Pérez,Mexico,757214321,Stub,127017000
23059,Juana Barrera Amezcua,Mexico,757214327,Stub,127017000
23060,Juana Bonilla Jaime,Mexico,757214329,Stub,127017000
23061,Juana Leticia Herrera Ale,Mexico,757214331,Stub,127017000
23062,Juanita Arcelia Cruz,Mexico,757214333,Stub,127017000
23063,Juanita Santillán,Mexico,757214336,Stub,127017000
23064,Judit Magdalena Guerrero,Mexico,757214339,Stub,127017000
23065,Judith Vázquez Saut,Mexico,757214342,Stub,127017000
23066,Julieta Marín Torres,Mexico,757214345,Stub,127017000
23067,Julisa Mejía Guardado,Mexico,757214347,Stub,127017000
23068,Karen Quiroga Anguiano,Mexico,757214349,Stub,127017000
23069,Karina Labastida Sotelo,Mexico,757214379,Stub,127017000
23070,Karla González Cruz,Mexico,757214385,Stub,127017000
23071,Karla Villarreal Benassini,Mexico,757214388,Stub,127017000
23072,Kattia Garza Romo,Mexico,757214389,Stub,127017000
23073,Kenia López Rabadán,Mexico,757214391,Stub,127017000
23074,Landy Berzunza Novelo,Mexico,757214417,Stub,127017000
23075,Lariza Montiel Luis,Mexico,757214420,Stub,127017000
23076,Laura Angélica Rojas Hernández,Mexico,757214421,Stub,127017000
23077,Laura Arizmendi Campos,Mexico,757214423,Stub,127017000
23078,Laura Barrera Fortoul,Mexico,757214425,Stub,127017000
23079,Laura Elena Estrada Rodríguez,Mexico,757214429,Stub,127017000
23080,Laura García Dávila,Mexico,757214431,Stub,127017000
23081,Laura Garza Galindo,Mexico,757214432,Stub,127017000
23082,Laura Guadalupe Vargas Vargas,Mexico,757214434,Stub,127017000
23083,Laura Ledesma Romo,Mexico,757214441,Stub,127017000
23084,Laura Margarita Suárez,Mexico,757214444,Stub,127017000
23085,Laura Martel Cantú,Mexico,757214445,Stub,127017000
23086,Laura Piña Olmedo,Mexico,757214448,Stub,127017000
23087,Layda Elena Sansores,Mexico,757214449,Stub,127017000
23088,Leonor Romero Sevilla,Mexico,757214462,Stub,127017000
23089,Leslie Pantoja Hernández,Mexico,757214463,Stub,127017000
23090,Leticia Calderón Ramírez,Mexico,757214468,Stub,127017000
23091,Leticia Díaz de León Torres,Mexico,757214470,Stub,127017000
23092,Leticia López Landero,Mexico,757214473,Stub,127017000
23093,Leticia Orozco Torres,Mexico,757214476,Stub,127017000
23094,Leticia Quezada Contreras,Mexico,757214480,Stub,127017000
23095,Leticia Robles Colín,Mexico,757214481,Stub,127017000
23096,Leticia Sosa,Mexico,757214485,Stub,127017000
23097,Lilia Aguilar Gil,Mexico,757214486,Stub,127017000
23098,Lilia Gutiérrez Burciaga,Mexico,757214487,Stub,127017000
23099,Lilia Merodio Reza,Mexico,757214489,Start,127017000
23100,Liliana Carbajal Méndez,Mexico,757214491,Stub,127017000
23101,Lily Fabiola de la Rosa,Mexico,757214499,Stub,127017000
23102,Lizbeth Gamboa Song,Mexico,757214519,Stub,127017000
23103,Lizbeth García Coronado,Mexico,757214525,Stub,127017000
23104,Lizbeth Medina Rodríguez,Mexico,757214526,Stub,127017000
23105,Lizbeth Rosas Montero,Mexico,757214527,Stub,127017000
23106,Lorena Beaurregard,Mexico,757214530,Stub,127017000
23107,Lorena Méndez Denis,Mexico,757214538,Stub,127017000
23108,Lourdes Alonso Flores,Mexico,757214548,Stub,127017000
23109,Lourdes Gallardo Pérez,Mexico,757214550,Stub,127017000
23110,Lourdes Quiñones Canales,Mexico,757214552,Stub,127017000
23111,Lucila Gallegos Camarena,Mexico,757214553,Stub,127017000
23112,Lucila Garfias,Mexico,757214554,Stub,127017000
23113,Lucía Beristaín,Mexico,757214558,Stub,127017000
23114,Lucía Mendoza Morales,Mexico,757214559,Stub,127017000
23115,Ludivina Menchaca,Mexico,757214560,Stub,127017000
23116,Luz Margarita Alba Contreras,Mexico,757214566,Stub,127017000
23117,Luz María Beristain,Mexico,757214569,Stub,127017000
23118,Luz Virginia Cortés,Mexico,757214575,Stub,127017000
23119,Lydia Madero García,Mexico,757214583,Stub,127017000
23120,Magdalena Macedo Domínguez,Mexico,757214585,Stub,127017000
23121,Magdalena Núñez Monreal,Mexico,757214592,Stub,127017000
23122,Marcela Cuen Garibi,Mexico,757214614,Stub,127017000
23123,Marcela González Salas,Mexico,757214616,Stub,127017000
23124,Marcela Torres Peimbert,Mexico,757214624,Stub,127017000
23125,Marcela Vieyra Alamilla,Mexico,757214628,Stub,127017000
23126,Marcelina Orta Coronado,Mexico,757214630,Stub,127017000
23127,Margarita Arenas Guzmán,Mexico,757214640,Stub,127017000
23128,Margarita Cano,Mexico,757214642,Stub,127017000
23129,Margarita Curmina Cervera,Mexico,757214643,Stub,127017000
23130,Margarita Gallegos Soto,Mexico,757214645,Stub,127017000
23131,Margarita Liborio Arrazola,Mexico,757214648,Stub,127017000
23132,Margarita Licea González,Mexico,757214651,Stub,127017000
23133,Margarita Martínez Bernal,Mexico,757214653,Stub,127017000
23134,Margarita Saldaña Hernández,Mexico,757214655,Stub,127017000
23135,Margarita Villaescusa Rojo,Mexico,757214668,Stub,127017000
23136,Mariana García Rojas,Mexico,757214677,Stub,127017000
23137,Maribel Alva Olvera,Mexico,757214715,Stub,127017000
23138,Maribel Chollet,Mexico,757214718,Stub,127017000
23139,Maricarmen Valls,Mexico,757214719,Stub,127017000
23140,Maricela Serrano Hernández,Mexico,757214722,Start,127017000
23141,Maricela Velázquez,Mexico,757214726,Stub,127017000
23142,Maricruz Montelongo Gordillo,Mexico,757214731,Stub,127017000
23143,Marina Garay Cabada,Mexico,757214736,Stub,127017000
23144,Marisol Mora Cuevas,Mexico,757214740,Stub,127017000
23145,Marisol Vargas Bárcena,Mexico,757214742,Start,127017000
23146,Martha Angélica Bernardino Rojas,Mexico,757214759,Stub,127017000
23147,Martha Angélica Romo Jiménez,Mexico,757214768,Stub,127017000
23148,Martha Berenice Álvarez Tovar,Mexico,757214769,Stub,127017000
23149,Martha Cecilia Díaz Gordillo,Mexico,757214772,Stub,127017000
23150,Martha García Müller,Mexico,757214777,Stub,127017000
23151,Martha Gutiérrez Manrique,Mexico,757214778,Stub,127017000
23152,Martha Jiménez Oropeza,Mexico,757214783,Stub,127017000
23153,Martha Leticia Rivera Cisneros,Mexico,757214784,Stub,127017000
23154,Martha Partida Guzmán,Mexico,757214787,Stub,127017000
23155,Martha Tamayo,Mexico,757214795,Stub,127017000
23156,Martha Vital,Mexico,757214798,Stub,127017000
23157,Mary Telma Guajardo,Mexico,757216777,Stub,127017000
23158,María Angélica Magaña Zepeda,Mexico,757216784,Stub,127017000
23159,María Araceli Vázquez Camacho,Mexico,757216789,Stub,127017000
23160,María Argüelles Arellano,Mexico,757216791,Stub,127017000
23161,María Benítez Navarrete,Mexico,757216792,Stub,127017000
23162,María Cabrera Muñoz,Mexico,757216794,Stub,127017000
23163,María Ceseñas Chapa,Mexico,757216798,Stub,127017000
23164,María Concepción Navarrete,Mexico,757216803,Stub,127017000
23165,María Dolores González Sánchez,Mexico,757216810,Stub,127017000
23166,María Dolores Ortega Tzitzihua,Mexico,757216816,Stub,127017000
23167,María Díaz de León,Mexico,757216828,Stub,127017000
23168,María Elena Barrera,Mexico,757216831,Stub,127017000
23169,María Elena Cano Ayala,Mexico,757216832,Stub,127017000
23170,María Elena Noriega Blanco,Mexico,757216834,Stub,127017000
23171,María Elena Pérez de Tejada,Mexico,757216837,Stub,127017000
23172,María Elena Torres Baltazar,Mexico,757216839,Stub,127017000
23173,María Elena Zamora,Mexico,757216842,Stub,127017000
23174,María Elena Álvarez Bernal,Mexico,757216844,Stub,127017000
23175,María Elia Cabañas,Mexico,757216847,Stub,127017000
23176,María Esperanza Morelos Borja,Mexico,757216851,Stub,127017000
23177,María Estela de la Fuente,Mexico,757216852,Stub,127017000
23178,María Ester Alonzo Morales,Mexico,757216855,Stub,127017000
23179,María Esther Jiménez Ramos,Mexico,757216861,Stub,127017000
23180,María Esther Terán Velázquez,Mexico,757216863,Stub,127017000
23181,María Eugenia Jiménez Valenzuela,Mexico,757216866,Stub,127017000
23182,María Fernanda Romero Lozano,Mexico,757216871,Stub,127017000
23183,María Fernanda Schroeder,Mexico,757216873,Stub,127017000
23184,María Fernández Ugarte,Mexico,757216876,Stub,127017000
23185,María Gabriela Banda,Mexico,757216877,Stub,127017000
23186,María Gabriela González Martínez,Mexico,757216880,Stub,127017000
23187,María García Olmedo,Mexico,757216881,Stub,127017000
23188,María García Quiroz,Mexico,757216884,Stub,127017000
23189,María García Romero,Mexico,757216886,Stub,127017000
23190,María González Alvarado,Mexico,757216888,Stub,127017000
23191,María Guadalupe Moctezuma,Mexico,757216890,Stub,127017000
23192,María Guadalupe Mondragón,Mexico,757216891,Stub,127017000
23193,María Guadalupe Romero Castillo,Mexico,757216895,Stub,127017000
23194,María Guadalupe Salazar,Mexico,757216897,Stub,127017000
23195,María Guadalupe Sánchez Santiago,Mexico,757216899,Stub,127017000
